label,body_char_len,body_word_count,subject_char_len,subject_word_count,num_urls,has_url,num_html_tags,has_html,num_exclaim,num_question,num_digits,digit_ratio,uppercase_ratio,num_money_symbols,has_money_symbol,avg_word_len,urgent_word_count,subject_is_reply
0,71,12,80,12,0,0,0,0,0,0,16,0.1053,0.1389,0,0,5.167,0,0
1,170,11,30,1,1,1,0,0,0,0,15,0.0746,0.2395,0,0,15.333,0,0
0,13142,1933,33,6,11,1,7,1,7,6,647,0.0491,0.081,0,0,4.691,3,0
1,789,114,26,4,0,0,0,0,0,0,9,0.011,0.0842,0,0,5.212,3,0
1,494,73,7,2,2,1,0,0,1,0,2,0.004,0.1308,1,1,5.227,2,0
1,67,10,54,10,1,1,0,0,0,1,0,0.0,0.0217,0,0,4.65,0,0
1,225,26,22,5,0,0,0,0,1,0,0,0.0,0.0488,0,0,6.613,0,0
1,383,58,15,3,1,1,0,0,1,0,0,0.0,0.2082,0,0,5.197,0,0
0,4246,663,48,7,13,1,0,0,2,14,154,0.0359,0.0691,1,1,4.894,6,0
1,147,13,62,10,0,0,0,0,1,0,0,0.0,0.0268,0,0,4.87,2,0
1,320,56,33,4,1,1,0,0,2,0,0,0.0,0.0252,0,0,4.633,0,0
0,1201,191,60,11,3,1,1,1,0,1,22,0.0174,0.0426,0,0,4.757,0,1
1,430,68,3,1,1,1,0,0,6,0,13,0.03,0.0334,3,1,4.957,0,0
1,302,48,33,5,1,1,0,0,2,0,6,0.0179,0.0337,1,1,5.151,0,0
0,535,80,64,8,2,1,0,0,0,0,29,0.0483,0.0507,0,0,5.568,0,0
0,2341,450,27,5,0,0,0,0,1,2,29,0.0122,0.0284,0,0,3.927,1,0
0,609,92,54,8,4,1,0,0,1,0,15,0.0226,0.0497,0,0,5.08,0,1
0,682,127,150,21,0,0,0,0,0,1,13,0.0156,0.051,0,0,4.338,0,1
0,871,136,38,7,1,1,0,0,1,2,65,0.0714,0.047,0,0,4.797,1,1
0,426,64,54,8,3,1,0,0,1,1,4,0.0083,0.0613,0,0,5.236,0,0
0,588,95,33,5,0,0,0,0,1,0,43,0.0691,0.1241,0,0,4.62,0,0
0,972,143,37,7,0,0,0,0,3,2,25,0.0248,0.0965,0,0,4.587,5,0
0,608,112,37,6,0,0,0,0,0,1,12,0.0186,0.0414,0,0,3.788,1,1
1,125,22,10,2,0,0,0,0,4,1,2,0.0147,0.1053,0,0,4.042,0,0
1,87,14,39,6,1,1,0,0,0,0,0,0.0,0.0196,0,0,5.1,0,0
0,1963,265,50,7,5,1,0,0,0,0,61,0.0303,0.147,0,0,5.452,3,0
1,67,13,31,4,1,1,0,0,0,0,0,0.0,0.037,0,0,4.765,0,0
1,149,22,32,3,1,1,0,0,0,0,0,0.0,0.069,0,0,5.8,0,0
0,12112,1809,71,9,4,1,0,0,2,0,214,0.0176,0.0612,0,0,5.314,4,0
1,117,16,49,9,1,1,0,0,0,0,0,0.0,0.037,0,0,5.4,0,0
1,93,19,40,7,1,1,0,0,0,0,1,0.0075,0.019,0,0,4.077,0,0
1,501,82,56,9,3,1,0,0,0,2,13,0.0233,0.0725,1,1,4.692,0,0
1,238,40,67,11,1,1,0,0,1,1,0,0.0,0.0542,0,0,4.706,0,0
0,13883,2080,37,5,1,1,0,0,0,0,1715,0.1232,0.1817,0,0,5.352,2,0
0,3273,518,37,7,12,1,0,0,0,12,135,0.0408,0.0432,0,0,4.139,1,0
0,3198,527,39,7,10,1,1,1,1,12,189,0.0584,0.0609,1,1,4.23,2,0
0,850,150,25,5,0,0,0,0,0,1,19,0.0217,0.0742,0,0,4.123,0,1
0,323,48,86,15,1,1,0,0,0,1,20,0.0488,0.0842,0,0,4.667,0,0
0,2392,385,51,9,0,0,1,1,0,5,15,0.0061,0.014,12,1,4.03,1,1
0,434,68,58,9,1,1,0,0,0,2,0,0.0,0.0699,0,0,4.883,0,1
0,4514,675,66,11,0,0,0,0,3,5,57,0.0124,0.0914,0,0,5.157,5,0
0,3551,528,70,8,3,1,0,0,0,3,113,0.0312,0.0483,0,0,5.049,3,0
0,46219,6924,37,5,1,1,0,0,15,0,5604,0.1211,0.1784,0,0,5.357,8,0
1,155,8,39,8,0,0,0,0,1,0,0,0.0,0.0597,0,0,4.188,1,0
1,469,77,183,35,1,1,0,0,20,1,20,0.0306,0.138,4,1,4.384,2,0
1,88,13,116,14,0,0,0,0,0,0,22,0.1073,0.2194,0,0,6.556,0,0
1,92,25,20,3,0,0,0,0,3,0,0,0.0,0.2237,0,0,2.714,0,0
0,1085,195,86,15,2,1,0,0,0,1,27,0.023,0.0616,0,0,4.233,0,0
0,640,98,58,9,3,1,0,0,1,2,11,0.0157,0.0882,0,0,4.888,0,1
0,929,136,29,5,0,0,0,0,0,2,3,0.0031,0.0449,7,1,4.284,0,0
0,847,127,54,8,5,1,0,0,2,0,25,0.0277,0.0515,0,0,4.881,0,1
1,1785,280,29,4,0,0,0,0,5,2,42,0.0231,0.085,5,1,4.827,6,0
0,2044,284,68,10,2,1,0,0,0,2,105,0.0497,0.0551,0,0,5.347,1,0
0,13529,2052,39,6,2,1,0,0,0,1,156,0.0115,0.0451,0,0,5.248,4,0
0,47712,7067,37,5,1,1,0,0,3,0,5433,0.1138,0.1775,0,0,5.429,6,0
0,958,145,33,6,0,0,0,0,0,1,8,0.0081,0.0536,7,1,4.503,0,1
1,127,19,22,4,1,1,0,0,0,0,1,0.0067,0.0678,0,0,5.174,1,0
0,3338,527,63,10,5,1,0,0,9,8,156,0.0459,0.0974,8,1,4.557,7,0
1,398,70,45,9,1,1,0,0,1,0,2,0.0045,0.0319,0,0,4.392,0,0
1,308,49,33,4,1,1,0,0,1,0,0,0.0,0.0789,0,0,5.019,0,0
1,249,41,39,6,1,1,0,0,1,1,0,0.0,0.1644,0,0,4.66,0,0
1,149,27,32,7,1,1,0,0,1,1,1,0.0055,0.0615,0,0,3.853,1,0
1,299,40,24,4,0,0,0,0,1,0,1,0.0031,0.0113,0,0,6.068,0,0
0,51321,7684,37,5,1,1,0,0,2,0,6226,0.1212,0.1799,0,0,5.36,5,0
1,97,20,34,8,1,1,0,0,0,0,1,0.0076,0.0426,0,0,3.393,0,0
0,13953,2073,37,5,1,1,0,0,0,0,1661,0.1187,0.1714,0,0,5.41,2,0
0,815,144,151,21,0,0,0,0,0,1,13,0.0134,0.0499,0,0,4.333,0,1
0,375,61,26,4,0,0,0,0,0,1,18,0.0448,0.1273,0,0,4.508,0,1
0,476,77,67,13,1,1,0,0,0,3,27,0.0496,0.075,0,0,4.311,1,0
0,323,53,67,13,1,1,0,0,0,1,26,0.0665,0.0854,0,0,4.136,1,0
0,2780,501,78,11,2,1,2,1,0,2,344,0.1203,0.0713,1,1,4.359,0,0
0,2807,490,19,4,4,1,0,0,3,4,74,0.0262,0.0585,3,1,4.478,5,0
0,14598,2221,36,4,14,1,0,0,19,35,215,0.0147,0.0742,0,0,4.144,6,0
1,173,37,85,14,1,1,0,0,1,0,1,0.0039,0.0638,0,0,3.706,0,0
1,368,66,15,2,0,0,0,0,1,1,3,0.0078,0.0405,0,0,4.397,0,0
0,36631,5541,37,5,1,1,0,0,0,0,4766,0.13,0.1835,0,0,5.295,2,0
1,331,56,22,4,1,1,0,0,2,0,2,0.0056,0.0316,0,0,4.783,0,0
0,4463,641,70,11,0,0,0,0,0,0,188,0.0415,0.0968,3,1,4.891,0,0
1,161,26,30,6,2,1,0,0,0,0,0,0.0,0.0544,0,0,4.594,0,0
0,3483,477,20,3,0,0,0,0,3,1,175,0.0499,0.0523,1,1,5.869,3,0
1,122,20,30,5,1,1,0,0,1,0,0,0.0,0.016,0,0,5.0,0,0
1,105,18,30,6,1,1,0,0,0,0,0,0.0,0.0541,0,0,4.625,0,0
1,649,116,57,9,2,1,0,0,5,2,7,0.0099,0.0692,2,1,4.336,0,0
1,125,24,31,7,1,1,0,0,3,0,2,0.0127,0.0331,0,0,3.968,0,0
0,2742,395,28,5,2,1,0,0,0,0,60,0.0217,0.0718,0,0,5.022,0,0
0,8128,1048,31,5,0,0,0,0,3,0,36,0.0044,0.2935,0,0,5.752,8,0
0,8183,1093,51,9,8,1,0,0,3,9,111,0.0135,0.0558,0,0,5.058,7,0
0,1654,285,86,15,2,1,0,0,0,2,24,0.0138,0.0402,0,0,4.157,0,0
0,9651,1541,36,7,4,1,7,1,0,11,615,0.0635,0.0946,0,0,4.482,0,0
0,26295,3917,37,5,1,1,0,0,0,0,3138,0.1192,0.1777,0,0,5.391,2,0
0,1366,200,66,13,4,1,0,0,4,1,22,0.0154,0.0383,1,1,4.92,9,1
0,16932,2558,78,14,86,1,0,0,3,3,1090,0.0641,0.1235,1,1,4.935,10,0
1,110,18,32,6,1,1,0,0,0,0,0,0.0,0.0182,0,0,4.583,0,0
0,1860,298,39,7,1,1,1,1,0,7,98,0.0516,0.0917,0,0,4.256,0,0
0,4595,636,30,6,2,1,0,0,0,0,122,0.0264,0.0645,0,0,5.646,1,0
0,1207,180,28,6,4,1,0,0,0,1,27,0.0218,0.0705,0,0,4.672,0,0
1,84,15,35,5,1,1,0,0,0,0,0,0.0,0.022,0,0,4.55,0,0
1,200,39,22,3,0,0,0,0,3,0,8,0.0359,0.0299,1,1,4.167,0,0
0,1961,328,33,6,4,1,0,0,0,1,19,0.0095,0.0575,0,0,4.796,0,0
1,298,53,21,4,1,1,0,0,2,0,2,0.0063,0.0471,0,0,4.509,1,0
0,1514,154,14,2,0,0,0,0,1,2,14,0.0092,0.0206,0,0,6.577,11,0
0,3148,563,105,15,1,1,2,1,0,1,320,0.0983,0.0604,1,1,4.266,0,1
0,33228,4962,37,5,1,1,0,0,0,0,4015,0.1207,0.1828,0,0,5.372,2,0
0,2415,385,32,4,5,1,0,0,2,1,6,0.0025,0.0497,0,0,4.874,8,0
0,3948,564,54,10,14,1,0,0,5,14,161,0.0402,0.2056,9,1,5.331,9,0
0,937,175,104,15,1,1,0,0,0,2,65,0.0624,0.0816,0,0,4.153,1,1
0,187,30,62,9,0,0,0,0,0,0,21,0.084,0.3095,1,1,4.846,1,0
0,4372,679,33,6,8,1,1,1,2,6,155,0.0352,0.0836,0,0,4.34,0,1
0,838,125,73,12,0,0,0,0,0,0,13,0.0143,0.026,3,1,4.591,1,1
0,25011,3685,37,5,1,1,0,0,2,0,2849,0.1137,0.1744,0,0,5.462,4,0
1,280,46,25,6,1,1,0,0,2,0,9,0.0294,0.1416,0,0,4.519,0,0
0,188,30,63,9,0,0,0,0,0,0,21,0.0833,0.3176,1,1,4.897,1,0
1,345,58,38,6,1,1,0,0,2,0,3,0.0078,0.0363,1,1,4.781,0,0
1,285,49,38,6,1,1,0,0,2,0,12,0.037,0.0162,2,1,4.709,0,0
0,187,30,62,9,0,0,0,0,0,0,21,0.084,0.3095,1,1,4.846,1,0
0,994,188,28,5,0,0,0,0,1,0,4,0.0039,0.0433,1,1,4.093,0,0
0,1148,183,64,12,0,0,0,0,0,2,43,0.0354,0.1073,0,0,4.759,9,0
0,744,120,58,11,0,0,0,0,0,2,23,0.0286,0.1528,0,0,4.473,11,0
0,28723,3763,62,12,121,1,0,0,4,123,9287,0.3226,0.0828,50,1,6.31,128,0
0,183,30,57,9,0,0,0,0,0,0,21,0.0871,0.2704,1,1,4.615,1,0
1,289,48,29,5,1,1,0,0,2,0,0,0.0,0.0435,0,0,4.774,0,0
1,338,60,29,5,1,1,0,0,2,0,0,0.0,0.0304,0,0,4.554,0,0
1,239,31,24,5,0,0,0,0,1,1,1,0.0038,0.028,0,0,5.972,0,0
1,95,25,17,3,0,0,0,0,3,0,0,0.0,0.2237,0,0,2.714,0,0
0,726,123,17,3,0,0,0,0,1,0,88,0.1183,0.0819,0,0,4.548,0,0
1,73,14,43,6,1,1,0,0,0,0,0,0.0,0.0208,0,0,4.8,0,0
1,96,19,30,6,1,1,0,0,0,0,1,0.0079,0.0208,0,0,3.88,0,0
0,1280,232,25,4,0,0,0,0,1,1,13,0.01,0.0275,0,0,4.216,0,1
1,69,10,74,9,0,0,0,0,3,0,23,0.1597,0.117,0,0,6.158,0,0
1,114,18,24,5,1,1,0,0,0,0,0,0.0,0.0189,0,0,4.609,0,0
1,70,10,70,11,1,1,0,0,0,0,0,0.0,0.0357,0,0,5.333,0,0
1,167,32,32,5,2,1,0,0,0,0,1,0.005,0.0403,0,0,4.054,0,0
0,3696,584,50,9,23,1,0,0,2,1,287,0.0766,0.3288,48,1,4.556,3,0
0,1669,246,104,15,0,0,0,0,0,1,54,0.0304,0.0642,0,0,5.046,1,1
0,41412,6087,37,5,1,1,0,0,2,0,4486,0.1082,0.1745,0,0,5.479,10,0
0,1017,111,104,15,0,0,0,0,0,0,33,0.0294,0.089,0,0,6.317,0,1
0,466,76,24,4,0,0,0,0,0,0,43,0.0876,0.1379,0,0,4.525,0,0
0,5838,881,33,6,5,1,3,1,3,4,218,0.0371,0.0525,0,0,4.829,3,0
0,836,131,30,5,1,1,0,0,2,1,15,0.0173,0.059,0,0,4.721,1,1
0,3462,578,37,7,4,1,0,0,0,4,19,0.0054,0.0638,0,0,4.632,0,1
1,201,30,37,6,1,1,0,0,0,1,19,0.0795,0.071,0,0,5.222,0,0
1,61,8,16,3,0,0,0,0,0,0,0,0.0,0.0455,0,0,6.0,0,0
0,654,103,30,4,3,1,0,0,0,0,12,0.0175,0.1214,0,0,5.037,0,0
1,266,45,37,5,1,1,0,0,0,0,3,0.0099,0.0128,0,0,4.76,0,0
1,287,44,40,6,0,0,0,0,1,0,0,0.0,0.02,0,0,5.0,2,0
1,113,17,34,5,1,1,0,0,0,0,2,0.0135,0.0909,1,1,5.091,0,0
0,2134,367,26,4,0,0,0,0,0,2,16,0.0074,0.0648,2,1,4.412,8,1
1,72,13,39,6,1,1,0,0,0,0,0,0.0,0.0341,0,0,4.632,0,0
1,345,58,27,5,1,1,0,0,3,0,1,0.0027,0.0707,0,0,4.508,1,0
0,1234,216,26,4,0,0,0,0,0,1,30,0.0238,0.053,0,0,4.255,1,1
0,2901,483,26,4,0,0,0,0,0,3,14,0.0048,0.0524,0,0,4.495,12,1
0,1256,205,37,7,2,1,0,0,0,2,9,0.007,0.0969,0,0,4.858,0,1
0,648,104,26,4,0,0,0,0,0,3,7,0.0104,0.0467,0,0,4.62,3,1
0,580,95,26,4,0,0,0,0,0,2,8,0.0132,0.0455,0,0,4.525,0,1
0,879,145,44,8,3,1,0,0,2,2,31,0.0335,0.1533,3,1,4.68,1,0
0,1312,211,37,7,2,1,0,0,0,0,10,0.0074,0.0921,0,0,4.853,0,1
0,1334,156,105,15,0,0,0,0,0,0,45,0.0312,0.0802,0,0,5.86,0,1
0,487,81,67,13,1,1,0,0,0,1,38,0.0685,0.0693,0,0,4.255,1,0
1,160,28,63,10,1,1,0,0,2,0,8,0.0357,0.0859,0,0,4.5,1,0
1,285,50,40,8,0,0,0,0,0,0,18,0.0552,0.0339,0,0,4.379,1,0
1,120,22,27,5,0,0,0,0,0,0,0,0.0,0.0932,0,0,4.37,1,0
0,961,150,34,5,1,1,0,0,0,2,21,0.0211,0.0963,0,0,4.361,0,0
1,181,24,55,7,1,1,0,0,0,0,0,0.0,0.0695,0,0,6.032,0,0
1,68,12,41,8,1,1,0,0,0,0,0,0.0,0.0353,0,0,4.25,0,0
1,256,38,47,7,0,0,0,0,1,0,0,0.0,0.0219,0,0,5.067,1,0
1,78,15,39,6,1,1,0,0,0,0,0,0.0,0.0211,0,0,4.524,0,0
0,1069,170,37,7,2,1,0,0,0,0,11,0.0099,0.0893,0,0,4.831,0,1
1,283,45,39,5,1,1,0,0,2,0,0,0.0,0.0189,0,0,5.28,0,0
1,645,172,30,6,1,1,0,0,4,0,129,0.1908,0.9224,0,0,2.101,0,1
1,173,37,34,5,1,1,0,0,2,0,1,0.0048,0.0822,0,0,3.5,0,0
0,342,60,24,4,0,0,0,0,3,1,6,0.0163,0.0377,0,0,4.234,0,1
1,385,61,27,4,1,1,0,0,0,1,9,0.0218,0.0192,0,0,4.938,1,0
0,378,58,39,7,2,1,0,0,0,0,31,0.0742,0.1077,0,0,5.046,0,0
1,143,25,33,5,2,1,0,0,0,0,0,0.0,0.0373,0,0,4.467,0,0
0,983,162,17,3,0,0,0,0,1,1,2,0.002,0.0322,0,0,4.739,2,0
0,2858,384,87,14,0,0,0,0,2,4,61,0.0207,0.1252,4,1,5.05,7,0
0,1035,177,77,13,3,1,0,0,1,1,30,0.027,0.0431,0,0,4.332,1,0
0,5439,855,46,10,36,1,0,0,4,4,295,0.0538,0.2526,56,1,4.716,8,0
0,4600,619,101,13,1,1,0,0,0,2,95,0.0202,0.1288,0,0,5.495,4,0
0,2144,368,60,9,2,1,0,0,2,0,0,0.0,0.0299,0,0,4.568,0,0
0,1300,184,25,4,1,1,0,0,1,0,53,0.04,0.088,0,0,4.633,1,1
1,208,29,23,5,1,1,0,0,0,1,16,0.069,0.0838,0,0,5.382,4,0
1,73,13,19,2,0,0,0,0,0,0,2,0.0215,0.0405,0,0,5.067,0,0
0,12234,1933,41,6,30,1,0,0,3,30,894,0.0728,0.0881,0,0,4.929,4,0
1,198,35,43,6,2,1,0,0,0,0,0,0.0,0.0319,0,0,4.585,0,0
0,3094,387,83,12,1,1,0,0,0,1,44,0.0138,0.1532,0,0,5.754,8,0
1,32,6,49,10,0,0,0,0,0,2,2,0.0244,0.0806,0,0,4.0,0,0
0,2494,304,64,9,4,1,0,0,0,1,74,0.0289,0.1038,0,0,6.026,6,0
1,123,23,32,5,1,1,0,0,0,0,0,0.0,0.0317,0,0,4.5,0,0
1,71,12,43,6,1,1,0,0,0,0,0,0.0,0.0341,0,0,4.889,0,0
1,282,47,25,6,1,1,0,0,2,0,0,0.0,0.0162,0,0,4.66,0,0
0,722,105,21,4,1,1,0,0,0,1,0,0.0,0.0702,0,0,5.312,1,1
1,51,7,26,3,0,0,0,0,0,0,0,0.0,0.0152,0,0,6.6,0,0
0,2373,292,86,12,4,1,0,0,0,2,74,0.0301,0.1022,0,0,5.97,3,0
0,369,50,34,4,1,1,0,0,0,0,2,0.005,0.0242,0,0,6.259,0,0
0,796,88,24,4,0,0,0,0,0,0,34,0.0414,0.0869,0,0,6.446,0,1
0,554,98,42,7,0,0,0,0,1,2,13,0.0218,0.0724,0,0,3.81,2,1
0,2886,373,100,14,1,1,0,0,0,1,40,0.0134,0.1708,0,0,5.46,4,0
0,1249,221,24,4,1,1,0,0,0,1,44,0.0345,0.0599,0,0,4.276,1,1
0,632,110,52,10,0,0,0,0,0,1,27,0.0394,0.0527,0,0,4.35,1,1
0,4020,546,46,7,1,1,0,0,0,5,80,0.0197,0.1251,0,0,5.448,4,0
1,205,26,16,4,0,0,0,0,1,0,1,0.0045,0.0335,0,0,6.0,0,0
0,661,96,44,8,1,1,0,0,0,0,13,0.0184,0.0417,0,0,4.74,0,0
0,1057,191,27,3,0,0,1,1,1,2,19,0.0175,0.0667,0,0,4.366,1,0
1,159,26,31,4,2,1,0,0,0,0,0,0.0,0.027,0,0,4.933,0,0
1,75,14,31,4,1,1,0,0,0,0,0,0.0,0.0235,0,0,4.722,0,0
1,214,26,44,9,0,0,0,0,1,0,0,0.0,0.0472,0,0,6.057,0,0
0,412,67,28,4,1,1,0,0,0,2,20,0.0454,0.0746,0,0,4.451,0,0
1,108,18,34,8,1,1,0,0,0,0,0,0.0,0.0179,0,0,4.308,0,0
0,3256,477,94,15,8,1,0,0,2,1,73,0.0218,0.0882,1,1,5.128,3,0
0,1749,284,43,8,0,0,0,0,0,4,31,0.0173,0.06,6,1,4.12,1,1
1,91,14,35,5,1,1,0,0,0,0,0,0.0,0.0202,0,0,5.211,0,0
1,95,25,18,3,0,0,0,0,3,0,0,0.0,0.2208,0,0,2.75,0,0
0,878,143,31,4,0,0,1,1,0,1,6,0.0066,0.0686,0,0,4.735,1,1
1,164,12,28,1,1,1,0,0,0,0,13,0.0674,0.2638,0,0,13.538,0,0
1,200,35,30,6,2,1,0,0,0,0,0,0.0,0.0565,0,0,4.317,0,0
0,1535,223,57,8,0,0,0,0,2,0,35,0.022,0.1023,0,0,5.485,3,0
